change_v1,change_v2,change_w0,change_w1,query_v1,query_v2,query_time,neo4j_update_time,neo4j_project_time,neo4j_query_time,neo4j_drop_time
288606,473679,57,18.616,636240,315050,1.4e-05,0.0930339349433779,0.0123607208952307,0.4133102889172733,0.0150304869748651
161591,179026,73,260.537,360093,532364,3e-06,0.0950305801816284,0.0090557998046278,0.4123998377472162,0.0095675741322338
246763,762290,94,35.384,261852,1365899,8e-06,0.0900243930518627,0.0087205888703465,0.4118503709323704,0.0095781767740845
830882,862911,68,599.749,684125,228749,8e-06,0.0943379579111933,0.0084897889755666,0.4102353425696492,0.00995211629197
138006,163802,86,34.132,778763,202543,1.7e-05,0.0908449152484536,0.0090978997759521,0.41371955210343,0.0098262559622526
259780,606164,62,421.695,269155,907643,3e-06,0.0968802827410399,0.008559457026422,0.4235611651092767,0.0161963393911719
814725,1028898,16,1.727,370083,706161,1e-05,0.1561207347549498,0.0102799450978636,0.5498939859680831,0.0129958721809089
1000865,1005718,83,551.07,755372,594306,3e-05,0.1387566239573061,0.0172079149633646,0.5616755080409348,0.0105092590674757
204660,405650,60,22.95,112333,973207,0.000145,0.1516136061400175,0.0107862995937466,0.5683813001960516,0.0106547349132597
1459,136226,25,214.162,325170,691671,2.4e-05,0.1450683330185711,0.0112044690176844,0.5506817437708378,0.0121071231551468
87212,418987,36,4.653,467752,99681,1.8e-05,0.1493273447267711,0.0115168862976133,0.5397017039358616,0.0093499729409813
81318,389059,42,135.007,436895,1009371,3.3e-05,0.0887561389245092,0.00839782692492,0.4109223452396691,0.0091679510660469
43205,43961,48,20.081,1172192,403422,7e-06,0.0913625569082796,0.0081245200708508,0.4099124679341912,0.0088509400375187
242253,498584,5,27.61,67787,822286,5e-06,0.0895370449870824,0.0080905146896839,0.4135736096650362,0.0088501418940722
482048,1314178,82,37.462,80031,1129173,2.3e-05,0.0888537005521357,0.0078727388754487,0.425385351292789,0.0093638780526816
91975,238764,81,567.136,1266270,15752,5e-06,0.0916619077324867,0.0082845902070403,0.4109423812478781,0.0152438697405159
37707,56548,5,2.257,805038,231900,7e-06,0.0915690041147172,0.0081475591287016,0.4180097989737987,0.0093279941938817
34960,522636,39,314.806,527342,716641,6.3e-05,0.0888131582178175,0.0083920322358608,0.4198970063589513,0.0092152059078216
244782,997989,26,4.531,1335476,307414,1.8e-05,0.0964988060295581,0.0085085360333323,0.4176378920674324,0.0092201409861445
279130,808450,96,200.187,758839,1287179,4.7e-05,0.090170697774738,0.0177016910165548,0.4158828402869403,0.0096232988871634
236172,531765,58,27.789,1056188,1041835,2.2e-05,0.0935887689702212,0.0082144448533654,0.5054460279643536,0.0121656791307032
193792,199193,35,337.457,197855,14780,0.000121,0.1439896067604422,0.0091985543258488,0.555742456112057,0.0127627560868859
2093,3933,16,5.135,661690,365763,5e-06,0.1413522050715983,0.0089882416650652,0.5634336248040199,0.0119583089835941
434160,752604,80,462.678,811474,443083,2.5e-05,0.1369316261261701,0.0190771459601819,0.5606778468936682,0.0118851717561483
249681,853451,32,15.582,495843,1036768,8e-06,0.1434697392396628,0.010679509025067,0.565219665877521,0.0130908698774874
239695,444095,20,165.874,1054795,1313246,9e-06,0.1418915968388319,0.0107899140566587,0.5572612970136106,0.0091442363336682
260802,919959,42,5.784,197483,302083,2.9e-05,0.0927742961794138,0.0086726797744631,0.4124561049975455,0.0094107598997652
417116,841519,46,169.707,66997,457439,1.8e-05,0.0928403791040182,0.0081907287240028,0.420225883834064,0.0094908489845693
246947,693531,9,3.238,824244,134978,4e-06,0.0899397921748459,0.0085310861468315,0.411944807972759,0.0099207982420921
222184,548804,90,263.046,652335,1172436,1.4e-05,0.0972918928600847,0.0089185759425163,0.4182423469610512,0.0088799400255084
700266,1179842,95,18.102,1379285,306456,1.7e-05,0.0907951458357274,0.0103473118506371,0.4115335722453892,0.0089888074435293
253,14163,41,355.288,1340363,115541,7e-06,0.0897841653786599,0.0093405838124454,0.4134957850910723,0.0091923060826957
219706,221111,58,18.504,267256,612231,4e-06,0.0903371372260153,0.0136553598567843,0.4120362480171025,0.0093504069373011
202234,576569,40,202.184,122330,1323771,3e-05,0.0904021319001913,0.0078610968776047,0.4086156319826841,0.0095300991088151
162574,600820,14,5.38,596124,850107,1e-05,0.1095861713401973,0.010622473899275,0.6362906508147717,0.0123974429443478
19086,25776,40,123.511,667038,409181,7e-06,0.1358954589813947,0.0090457219630479,0.6224463311955333,0.0125387040898203
45520,48539,35,16.823,797339,127411,1.6e-05,0.1450386107899248,0.0130194649100303,0.5977644682861865,0.0191613342612981
43223,74867,92,729.739,831122,1032788,3e-05,0.1517993509769439,0.0104720699600875,0.6137846540659666,0.0119219087064266
814956,961815,31,10.384,535914,784345,1.4e-05,0.1480713631026446,0.0110193341970443,0.5682786540128291,0.0095417667180299
34916,780337,81,664.95,965845,1145079,4.4e-05,0.1425462099723518,0.0088122258894145,0.5562091660685837,0.0110135022550821
181870,190272,3,0.69,37580,370539,1.2e-05,0.1319856811314821,0.009586120955646,0.4552914197556674,0.0085444799624383
129165,341096,3,16.834,333515,883599,1.3e-05,0.0938372509554028,0.0153365698643028,0.4292441462166607,0.0135196768678724
445764,728859,79,25.917,199323,722368,1.4e-05,0.0894467709586024,0.0080688237212598,0.4352200338616967,0.008929778356105
203486,690992,94,856.65,691556,984847,8e-06,0.0939973960630595,0.0073712398298084,0.4284124220721423,0.008371255826205
746697,1033823,100,31.71,976390,778508,7.5e-05,0.0933878570795059,0.0113041633740067,0.4419177421368658,0.0087018776684999
1749,20310,96,861.697,1000505,1371078,9e-06,0.0948339980095624,0.007955112028867,0.4355541160330176,0.0083501860499382
344987,1048298,35,16.374,149070,1198234,2.2e-05,0.0905756521970033,0.0081218290142714,0.4292597570456564,0.0082132299430668
